Rxn_name	Comp_correction	Species	Ratelaw						
vRP16_4	Cytoplasm	 pEE1EE1_PI3K1 ; pEE1EE1 + PI3K1	7.000000E-02						
vRP16_5	Cytoplasm	 pEE1E3_PI3K1 ; pEE1E3 + PI3K1	7.000000E-02						
vRP16_6	Cytoplasm	 pEE1HE3_PI3K1 ; pEE1HE3 + PI3K1	7.000000E-02						
vRP16_7	Cytoplasm	 pEE1E4_PI3K1 ; pEE1E4 + PI3K1	7.000000E-02						
vRP16_8	Cytoplasm	 pEE1HE4_PI3K1 ; pEE1HE4 + PI3K1	7.000000E-02						
vRP16_9	Cytoplasm	 pE2HE3_PI3K1 ; pE2HE3 + PI3K1	7.000000E-02						
vRP16_10	Cytoplasm	 pHE3Ev3_PI3K1 ; pHE3Ev3 + PI3K1	7.000000E-02						
vRP16_11	Cytoplasm	 pE1HE3_PI3K1 ; pE1HE3 + PI3K1	7.000000E-02						
vRP16_12	Cytoplasm	 pHE3E4_PI3K1 ; pHE3E4 + PI3K1	7.000000E-02						
vRP16_13	Cytoplasm	 pHE3HE4_PI3K1 ; pHE3HE4 + PI3K1	7.000000E-02						
vRP16_14	Cytoplasm	 pE2HE4_PI3K1 ; pE2HE4 + PI3K1	7.000000E-02						
vRP16_15	Cytoplasm	 pHE4Ev3_PI3K1 ; pHE4Ev3 + PI3K1	7.000000E-02						
vRP16_16	Cytoplasm	 pE1HE4_PI3K1 ; pE1HE4 + PI3K1	7.000000E-02						
vRP16_17	Cytoplasm	 pE3HE4_PI3K1 ; pE3HE4 + PI3K1	7.000000E-02						
vRP16_18	Cytoplasm	 pHE4E4_PI3K1 ; pHE4E4 + PI3K1	7.000000E-02						
vRP16_19	Cytoplasm	 pHE4HE4_PI3K1 ; pHE4HE4 + PI3K1	7.000000E-02						
vRP16_20	Cytoplasm	 pHGF_Met_Met_PI3K1 ; pHGF_Met_Met + PI3K1	7.000000E-02						
vRP16_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1 ; pHGF_Met_HGF_Met + PI3K1	7.000000E-02						
vRP16_22	Cytoplasm	 pPPrPPr_PI3K1 ; pPPrPPr + PI3K1	7.000000E-02						
vRP16_23	Cytoplasm	 pPPrPr_PI3K1 ; pPPrPr + PI3K1	7.000000E-02						
vRP16_24	Cytoplasm	 pFFrFFr_PI3K1 ; pFFrFFr + PI3K1	7.000000E-02						
vRP16_25	Cytoplasm	 pFFrFr_PI3K1 ; pFFrFr + PI3K1	7.000000E-02						
vRP16_26	Cytoplasm	 pIIrIr_IRS_PI3K1 ; pIIrIr_IRS + PI3K1	7.000000E-02						
vRP16_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1 ; pINS_Isr_Isr_IRS + PI3K1	7.000000E-02						
vRP16_28	Cytoplasm	 pIIrIrI_IRS_PI3K1 ; pIIrIrI_IRS + PI3K1	7.000000E-02						
vRP16_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1 ; pINS_Isr_Isr_INS_IRS + PI3K1	7.000000E-02						
vRP17_1	Cytoplasm	 pEE1E2 + PI3K2 ; pEE1E2_PI3K2	4.000000E-03						
vRP17_2	Cytoplasm	 pEE1Ev3 + PI3K2 ; pEE1Ev3_PI3K2	2.000000E-03						
vRP17_3	Cytoplasm	 pEE1E1 + PI3K2 ; pEE1E1_PI3K2	2.000000E-03						
vRP17_4	Cytoplasm	 pEE1EE1 + PI3K2 ; pEE1EE1_PI3K2	2.000000E-03						
vRP17_5	Cytoplasm	 pEE1E3 + PI3K2 ; pEE1E3_PI3K2	1.000000E-02						
vRP17_6	Cytoplasm	 pEE1HE3 + PI3K2 ; pEE1HE3_PI3K2	1.000000E-02						
vRP17_7	Cytoplasm	 pEE1E4 + PI3K2 ; pEE1E4_PI3K2	4.000000E-03						
vRP17_8	Cytoplasm	 pEE1HE4 + PI3K2 ; pEE1HE4_PI3K2	4.000000E-03						
vRP17_9	Cytoplasm	 pE2HE3 + PI3K2 ; pE2HE3_PI3K2	1.200000E-02						
vRP17_10	Cytoplasm	 pHE3Ev3 + PI3K2 ; pHE3Ev3_PI3K2	1.000000E-02						
vRP17_11	Cytoplasm	 pE1HE3 + PI3K2 ; pE1HE3_PI3K2	1.000000E-02						
vRP17_12	Cytoplasm	 pHE3E4 + PI3K2 ; pHE3E4_PI3K2	1.200000E-02						
vRP17_13	Cytoplasm	 pHE3HE4 + PI3K2 ; pHE3HE4_PI3K2	1.200000E-02						
vRP17_14	Cytoplasm	 pE2HE4 + PI3K2 ; pE2HE4_PI3K2	6.000000E-03						
vRP17_15	Cytoplasm	 pHE4Ev3 + PI3K2 ; pHE4Ev3_PI3K2	4.000000E-03						
vRP17_16	Cytoplasm	 pE1HE4 + PI3K2 ; pE1HE4_PI3K2	4.000000E-03						
vRP17_17	Cytoplasm	 pE3HE4 + PI3K2 ; pE3HE4_PI3K2	1.200000E-02						
vRP17_18	Cytoplasm	 pHE4E4 + PI3K2 ; pHE4E4_PI3K2	6.000000E-03						
vRP17_19	Cytoplasm	 pHE4HE4 + PI3K2 ; pHE4HE4_PI3K2	6.000000E-03						
vRP17_20	Cytoplasm	 pHGF_Met_Met + PI3K2 ; pHGF_Met_Met_PI3K2	6.000000E-03						
vRP17_21	Cytoplasm	 pHGF_Met_HGF_Met + PI3K2 ; pHGF_Met_HGF_Met_PI3K2	6.000000E-03						
vRP17_22	Cytoplasm	 pPPrPPr + PI3K2 ; pPPrPPr_PI3K2	6.000000E-03						
vRP17_23	Cytoplasm	 pPPrPr + PI3K2 ; pPPrPr_PI3K2	6.000000E-03						
vRP17_24	Cytoplasm	 pFFrFFr + PI3K2 ; pFFrFFr_PI3K2	1.400000E-02						
vRP17_25	Cytoplasm	 pFFrFr + PI3K2 ; pFFrFr_PI3K2	1.600000E-02						
vRP17_26	Cytoplasm	 pIIrIr_IRS + PI3K2 ; pIIrIr_IRS_PI3K2	1.050000E-02						
vRP17_27	Cytoplasm	 pINS_Isr_Isr_IRS + PI3K2 ; pINS_Isr_Isr_IRS_PI3K2	1.450000E-02						
vRP17_28	Cytoplasm	 pIIrIrI_IRS + PI3K2 ; pIIrIrI_IRS_PI3K2	1.050000E-02						
vRP17_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PI3K2 ; pINS_Isr_Isr_INS_IRS_PI3K2	1.450000E-02						
vRP18_1	Cytoplasm	 pEE1E2_PI3K2 ; pEE1E2 + PI3K2	7.000000E-02						
vRP18_2	Cytoplasm	 pEE1Ev3_PI3K2 ; pEE1Ev3 + PI3K2	7.000000E-02						
vRP18_3	Cytoplasm	 pEE1E1_PI3K2 ; pEE1E1 + PI3K2	7.000000E-02						
vRP18_4	Cytoplasm	 pEE1EE1_PI3K2 ; pEE1EE1 + PI3K2	7.000000E-02						
vRP18_5	Cytoplasm	 pEE1E3_PI3K2 ; pEE1E3 + PI3K2	7.000000E-02						
vRP18_6	Cytoplasm	 pEE1HE3_PI3K2 ; pEE1HE3 + PI3K2	7.000000E-02						
vRP18_7	Cytoplasm	 pEE1E4_PI3K2 ; pEE1E4 + PI3K2	7.000000E-02						
vRP18_8	Cytoplasm	 pEE1HE4_PI3K2 ; pEE1HE4 + PI3K2	7.000000E-02						
vRP18_9	Cytoplasm	 pE2HE3_PI3K2 ; pE2HE3 + PI3K2	7.000000E-02						
vRP18_10	Cytoplasm	 pHE3Ev3_PI3K2 ; pHE3Ev3 + PI3K2	7.000000E-02						
vRP18_11	Cytoplasm	 pE1HE3_PI3K2 ; pE1HE3 + PI3K2	7.000000E-02						
vRP18_12	Cytoplasm	 pHE3E4_PI3K2 ; pHE3E4 + PI3K2	7.000000E-02						
vRP18_13	Cytoplasm	 pHE3HE4_PI3K2 ; pHE3HE4 + PI3K2	7.000000E-02						
vRP18_14	Cytoplasm	 pE2HE4_PI3K2 ; pE2HE4 + PI3K2	7.000000E-02						
vRP18_15	Cytoplasm	 pHE4Ev3_PI3K2 ; pHE4Ev3 + PI3K2	7.000000E-02						
vRP18_16	Cytoplasm	 pE1HE4_PI3K2 ; pE1HE4 + PI3K2	7.000000E-02						
vRP18_17	Cytoplasm	 pE3HE4_PI3K2 ; pE3HE4 + PI3K2	7.000000E-02						
vRP18_18	Cytoplasm	 pHE4E4_PI3K2 ; pHE4E4 + PI3K2	7.000000E-02						
vRP18_19	Cytoplasm	 pHE4HE4_PI3K2 ; pHE4HE4 + PI3K2	7.000000E-02						
vRP18_20	Cytoplasm	 pHGF_Met_Met_PI3K2 ; pHGF_Met_Met + PI3K2	7.000000E-02						
vRP18_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K2 ; pHGF_Met_HGF_Met + PI3K2	7.000000E-02						
vRP18_22	Cytoplasm	 pPPrPPr_PI3K2 ; pPPrPPr + PI3K2	7.000000E-02						
vRP18_23	Cytoplasm	 pPPrPr_PI3K2 ; pPPrPr + PI3K2	7.000000E-02						
vRP18_24	Cytoplasm	 pFFrFFr_PI3K2 ; pFFrFFr + PI3K2	7.000000E-02						
vRP18_25	Cytoplasm	 pFFrFr_PI3K2 ; pFFrFr + PI3K2	7.000000E-02						
vRP18_26	Cytoplasm	 pIIrIr_IRS_PI3K2 ; pIIrIr_IRS + PI3K2	7.000000E-02						
vRP18_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K2 ; pINS_Isr_Isr_IRS + PI3K2	7.000000E-02						
vRP18_28	Cytoplasm	 pIIrIrI_IRS_PI3K2 ; pIIrIrI_IRS + PI3K2	7.000000E-02						
vRP18_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K2 ; pINS_Isr_Isr_INS_IRS + PI3K2	7.000000E-02						
vRP19_1	Cytoplasm	 pEE1E2int_G2_SOS + RasD ; pEE1E2int_G2_SOS_RasD	1.000000E-03						
vRP19_2	Cytoplasm	 pEE1Ev3int_G2_SOS + RasD ; pEE1Ev3int_G2_SOS_RasD	1.000000E-03						
vRP19_3	Cytoplasm	 pEE1E1int_G2_SOS + RasD ; pEE1E1int_G2_SOS_RasD	1.000000E-03						
vRP19_4	Cytoplasm	 pEE1EE1int_G2_SOS + RasD ; pEE1EE1int_G2_SOS_RasD	1.000000E-03						
vRP19_5	Cytoplasm	 pEE1E3int_G2_SOS + RasD ; pEE1E3int_G2_SOS_RasD	1.000000E-03						
vRP19_6	Cytoplasm	 pEE1HE3int_G2_SOS + RasD ; pEE1HE3int_G2_SOS_RasD	1.000000E-03						
vRP19_7	Cytoplasm	 pEE1E4int_G2_SOS + RasD ; pEE1E4int_G2_SOS_RasD	1.000000E-03						
vRP19_8	Cytoplasm	 pEE1HE4int_G2_SOS + RasD ; pEE1HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_9	Cytoplasm	 pE2HE3int_G2_SOS + RasD ; pE2HE3int_G2_SOS_RasD	1.000000E-03						
vRP19_10	Cytoplasm	 pHE3Ev3int_G2_SOS + RasD ; pHE3Ev3int_G2_SOS_RasD	1.000000E-03						
vRP19_11	Cytoplasm	 pE1HE3int_G2_SOS + RasD ; pE1HE3int_G2_SOS_RasD	1.000000E-03						
vRP19_12	Cytoplasm	 pHE3E4int_G2_SOS + RasD ; pHE3E4int_G2_SOS_RasD	1.000000E-03						
vRP19_13	Cytoplasm	 pHE3HE4int_G2_SOS + RasD ; pHE3HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_14	Cytoplasm	 pE2HE4int_G2_SOS + RasD ; pE2HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_15	Cytoplasm	 pHE4Ev3int_G2_SOS + RasD ; pHE4Ev3int_G2_SOS_RasD	1.000000E-03						
vRP19_16	Cytoplasm	 pE1HE4int_G2_SOS + RasD ; pE1HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_17	Cytoplasm	 pE3HE4int_G2_SOS + RasD ; pE3HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_18	Cytoplasm	 pHE4E4int_G2_SOS + RasD ; pHE4E4int_G2_SOS_RasD	1.000000E-03						
vRP19_19	Cytoplasm	 pHE4HE4int_G2_SOS + RasD ; pHE4HE4int_G2_SOS_RasD	1.000000E-03						
vRP19_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS + RasD ; pHGF_Met_Metint_G2_SOS_RasD	1.000000E-03						
vRP19_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS + RasD ; pHGF_Met_HGF_Metint_G2_SOS_RasD	1.000000E-03						
vRP19_22	Cytoplasm	 pPPrPPrint_G2_SOS + RasD ; pPPrPPrint_G2_SOS_RasD	1.000000E-03						
vRP19_23	Cytoplasm	 pPPrPrint_G2_SOS + RasD ; pPPrPrint_G2_SOS_RasD	1.000000E-03						
vRP19_24	Cytoplasm	 pFFrFFrint_G2_SOS + RasD ; pFFrFFrint_G2_SOS_RasD	1.000000E-03						
vRP19_25	Cytoplasm	 pFFrFrint_G2_SOS + RasD ; pFFrFrint_G2_SOS_RasD	1.000000E-03						
vRP19_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS + RasD ; pIIrIr_int_IRS_G2_SOS_RasD	1.000000E-03						
vRP19_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS + RasD ; pINS_Isr_Isr_int_IRS_G2_SOS_RasD	1.000000E-03						
vRP19_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS + RasD ; pIIrIrI_int_IRS_G2_SOS_RasD	1.000000E-03						
vRP19_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	1.000000E-03						
vRP20_1	Cytoplasm	 pEE1E2int_G2_SOS_RasD ; pEE1E2int_G2_SOS + RasD	1.000000E-02						
vRP20_2	Cytoplasm	 pEE1Ev3int_G2_SOS_RasD ; pEE1Ev3int_G2_SOS + RasD	1.000000E-02						
vRP20_3	Cytoplasm	 pEE1E1int_G2_SOS_RasD ; pEE1E1int_G2_SOS + RasD	1.000000E-02						
vRP20_4	Cytoplasm	 pEE1EE1int_G2_SOS_RasD ; pEE1EE1int_G2_SOS + RasD	1.000000E-02						
vRP20_5	Cytoplasm	 pEE1E3int_G2_SOS_RasD ; pEE1E3int_G2_SOS + RasD	1.000000E-02						
vRP20_6	Cytoplasm	 pEE1HE3int_G2_SOS_RasD ; pEE1HE3int_G2_SOS + RasD	1.000000E-02						
vRP20_7	Cytoplasm	 pEE1E4int_G2_SOS_RasD ; pEE1E4int_G2_SOS + RasD	1.000000E-02						
vRP20_8	Cytoplasm	 pEE1HE4int_G2_SOS_RasD ; pEE1HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_9	Cytoplasm	 pE2HE3int_G2_SOS_RasD ; pE2HE3int_G2_SOS + RasD	1.000000E-02						
vRP20_10	Cytoplasm	 pHE3Ev3int_G2_SOS_RasD ; pHE3Ev3int_G2_SOS + RasD	1.000000E-02						
vRP20_11	Cytoplasm	 pE1HE3int_G2_SOS_RasD ; pE1HE3int_G2_SOS + RasD	1.000000E-02						
vRP20_12	Cytoplasm	 pHE3E4int_G2_SOS_RasD ; pHE3E4int_G2_SOS + RasD	1.000000E-02						
vRP20_13	Cytoplasm	 pHE3HE4int_G2_SOS_RasD ; pHE3HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_14	Cytoplasm	 pE2HE4int_G2_SOS_RasD ; pE2HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_15	Cytoplasm	 pHE4Ev3int_G2_SOS_RasD ; pHE4Ev3int_G2_SOS + RasD	1.000000E-02						
vRP20_16	Cytoplasm	 pE1HE4int_G2_SOS_RasD ; pE1HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_17	Cytoplasm	 pE3HE4int_G2_SOS_RasD ; pE3HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_18	Cytoplasm	 pHE4E4int_G2_SOS_RasD ; pHE4E4int_G2_SOS + RasD	1.000000E-02						
vRP20_19	Cytoplasm	 pHE4HE4int_G2_SOS_RasD ; pHE4HE4int_G2_SOS + RasD	1.000000E-02						
vRP20_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS_RasD ; pHGF_Met_Metint_G2_SOS + RasD	1.000000E-02						
vRP20_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS_RasD ; pHGF_Met_HGF_Metint_G2_SOS + RasD	1.000000E-02						
vRP20_22	Cytoplasm	 pPPrPPrint_G2_SOS_RasD ; pPPrPPrint_G2_SOS + RasD	1.000000E-02						
vRP20_23	Cytoplasm	 pPPrPrint_G2_SOS_RasD ; pPPrPrint_G2_SOS + RasD	1.000000E-02						
vRP20_24	Cytoplasm	 pFFrFFrint_G2_SOS_RasD ; pFFrFFrint_G2_SOS + RasD	1.000000E-02						
vRP20_25	Cytoplasm	 pFFrFrint_G2_SOS_RasD ; pFFrFrint_G2_SOS + RasD	1.000000E-02						
vRP20_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS_RasD ; pIIrIr_int_IRS_G2_SOS + RasD	1.000000E-02						
vRP20_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_int_IRS_G2_SOS + RasD	1.000000E-02						
vRP20_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS_RasD ; pIIrIrI_int_IRS_G2_SOS + RasD	1.000000E-02						
vRP20_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasD	1.000000E-02						
vRP21_1	Cytoplasm	 pEE1E2int_G2_SOS_RasD ; pEE1E2int_G2_SOS + RasT	1.000000E+00						
vRP21_2	Cytoplasm	 pEE1Ev3int_G2_SOS_RasD ; pEE1Ev3int_G2_SOS + RasT	1.000000E+00						
vRP21_3	Cytoplasm	 pEE1E1int_G2_SOS_RasD ; pEE1E1int_G2_SOS + RasT	1.000000E+00						
vRP21_4	Cytoplasm	 pEE1EE1int_G2_SOS_RasD ; pEE1EE1int_G2_SOS + RasT	1.000000E+00						
vRP21_5	Cytoplasm	 pEE1E3int_G2_SOS_RasD ; pEE1E3int_G2_SOS + RasT	1.000000E+00						
vRP21_6	Cytoplasm	 pEE1HE3int_G2_SOS_RasD ; pEE1HE3int_G2_SOS + RasT	1.000000E+00						
vRP21_7	Cytoplasm	 pEE1E4int_G2_SOS_RasD ; pEE1E4int_G2_SOS + RasT	1.000000E+00						
vRP21_8	Cytoplasm	 pEE1HE4int_G2_SOS_RasD ; pEE1HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_9	Cytoplasm	 pE2HE3int_G2_SOS_RasD ; pE2HE3int_G2_SOS + RasT	1.000000E+00						
vRP21_10	Cytoplasm	 pHE3Ev3int_G2_SOS_RasD ; pHE3Ev3int_G2_SOS + RasT	1.000000E+00						
vRP21_11	Cytoplasm	 pE1HE3int_G2_SOS_RasD ; pE1HE3int_G2_SOS + RasT	1.000000E+00						
vRP21_12	Cytoplasm	 pHE3E4int_G2_SOS_RasD ; pHE3E4int_G2_SOS + RasT	1.000000E+00						
vRP21_13	Cytoplasm	 pHE3HE4int_G2_SOS_RasD ; pHE3HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_14	Cytoplasm	 pE2HE4int_G2_SOS_RasD ; pE2HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_15	Cytoplasm	 pHE4Ev3int_G2_SOS_RasD ; pHE4Ev3int_G2_SOS + RasT	1.000000E+00						
vRP21_16	Cytoplasm	 pE1HE4int_G2_SOS_RasD ; pE1HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_17	Cytoplasm	 pE3HE4int_G2_SOS_RasD ; pE3HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_18	Cytoplasm	 pHE4E4int_G2_SOS_RasD ; pHE4E4int_G2_SOS + RasT	1.000000E+00						
vRP21_19	Cytoplasm	 pHE4HE4int_G2_SOS_RasD ; pHE4HE4int_G2_SOS + RasT	1.000000E+00						
vRP21_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS_RasD ; pHGF_Met_Metint_G2_SOS + RasT	1.000000E+00						
vRP21_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS_RasD ; pHGF_Met_HGF_Metint_G2_SOS + RasT	1.000000E+00						
vRP21_22	Cytoplasm	 pPPrPPrint_G2_SOS_RasD ; pPPrPPrint_G2_SOS + RasT	1.000000E+00						
vRP21_23	Cytoplasm	 pPPrPrint_G2_SOS_RasD ; pPPrPrint_G2_SOS + RasT	1.000000E+00						
vRP21_24	Cytoplasm	 pFFrFFrint_G2_SOS_RasD ; pFFrFFrint_G2_SOS + RasT	1.000000E+00						
vRP21_25	Cytoplasm	 pFFrFrint_G2_SOS_RasD ; pFFrFrint_G2_SOS + RasT	1.000000E+00						
vRP21_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS_RasD ; pIIrIr_int_IRS_G2_SOS + RasT	1.000000E+00						
vRP21_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_int_IRS_G2_SOS + RasT	1.000000E+00						
vRP21_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS_RasD ; pIIrIrI_int_IRS_G2_SOS + RasT	1.000000E+00						
vRP21_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasT	1.000000E+00						
vRP22_1	Cytoplasm	 pEE1E2_G2_SOS + RasD ; pEE1E2_G2_SOS_RasD	1.000000E+00						
vRP22_2	Cytoplasm	 pEE1Ev3_G2_SOS + RasD ; pEE1Ev3_G2_SOS_RasD	1.000000E+00						
vRP22_3	Cytoplasm	 pEE1E1_G2_SOS + RasD ; pEE1E1_G2_SOS_RasD	1.000000E+00						
vRP22_4	Cytoplasm	 pEE1EE1_G2_SOS + RasD ; pEE1EE1_G2_SOS_RasD	1.000000E+00						
vRP22_5	Cytoplasm	 pEE1E3_G2_SOS + RasD ; pEE1E3_G2_SOS_RasD	1.000000E+00						
vRP22_6	Cytoplasm	 pEE1HE3_G2_SOS + RasD ; pEE1HE3_G2_SOS_RasD	1.000000E+00						
vRP22_7	Cytoplasm	 pEE1E4_G2_SOS + RasD ; pEE1E4_G2_SOS_RasD	1.000000E+00						
vRP22_8	Cytoplasm	 pEE1HE4_G2_SOS + RasD ; pEE1HE4_G2_SOS_RasD	1.000000E+00						
vRP22_9	Cytoplasm	 pE2HE3_G2_SOS + RasD ; pE2HE3_G2_SOS_RasD	1.000000E+00						
vRP22_10	Cytoplasm	 pHE3Ev3_G2_SOS + RasD ; pHE3Ev3_G2_SOS_RasD	1.000000E+00						
vRP22_11	Cytoplasm	 pE1HE3_G2_SOS + RasD ; pE1HE3_G2_SOS_RasD	1.000000E+00						
vRP22_12	Cytoplasm	 pHE3E4_G2_SOS + RasD ; pHE3E4_G2_SOS_RasD	1.000000E+00						
vRP22_13	Cytoplasm	 pHE3HE4_G2_SOS + RasD ; pHE3HE4_G2_SOS_RasD	1.000000E+00						
vRP22_14	Cytoplasm	 pE2HE4_G2_SOS + RasD ; pE2HE4_G2_SOS_RasD	1.000000E+00						
vRP22_15	Cytoplasm	 pHE4Ev3_G2_SOS + RasD ; pHE4Ev3_G2_SOS_RasD	1.000000E+00						
vRP22_16	Cytoplasm	 pE1HE4_G2_SOS + RasD ; pE1HE4_G2_SOS_RasD	1.000000E+00						
vRP22_17	Cytoplasm	 pE3HE4_G2_SOS + RasD ; pE3HE4_G2_SOS_RasD	1.000000E+00						
vRP22_18	Cytoplasm	 pHE4E4_G2_SOS + RasD ; pHE4E4_G2_SOS_RasD	1.000000E+00						
vRP22_19	Cytoplasm	 pHE4HE4_G2_SOS + RasD ; pHE4HE4_G2_SOS_RasD	1.000000E+00						
vRP22_20	Cytoplasm	 pHGF_Met_Met_G2_SOS + RasD ; pHGF_Met_Met_G2_SOS_RasD	1.000000E+00						
vRP22_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS + RasD ; pHGF_Met_HGF_Met_G2_SOS_RasD	1.000000E+00						
vRP22_22	Cytoplasm	 pPPrPPr_G2_SOS + RasD ; pPPrPPr_G2_SOS_RasD	1.000000E+00						
vRP22_23	Cytoplasm	 pPPrPr_G2_SOS + RasD ; pPPrPr_G2_SOS_RasD	1.000000E+00						
vRP22_24	Cytoplasm	 pFFrFFr_G2_SOS + RasD ; pFFrFFr_G2_SOS_RasD	1.000000E+00						
vRP22_25	Cytoplasm	 pFFrFr_G2_SOS + RasD ; pFFrFr_G2_SOS_RasD	1.000000E+00						
vRP22_26	Cytoplasm	 pIIrIr_IRS_G2_SOS + RasD ; pIIrIr_IRS_G2_SOS_RasD	1.000000E+00						
vRP22_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS + RasD ; pINS_Isr_Isr_IRS_G2_SOS_RasD	1.000000E+00						
vRP22_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS + RasD ; pIIrIrI_IRS_G2_SOS_RasD	1.000000E+00						
vRP22_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS + RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	1.000000E+00						
vRP23_1	Cytoplasm	 pEE1E2_G2_SOS_RasD ; pEE1E2_G2_SOS + RasD	1.000000E+01						
vRP23_2	Cytoplasm	 pEE1Ev3_G2_SOS_RasD ; pEE1Ev3_G2_SOS + RasD	1.000000E+01						
vRP23_3	Cytoplasm	 pEE1E1_G2_SOS_RasD ; pEE1E1_G2_SOS + RasD	1.000000E+01						
vRP23_4	Cytoplasm	 pEE1EE1_G2_SOS_RasD ; pEE1EE1_G2_SOS + RasD	1.000000E+01						
vRP23_5	Cytoplasm	 pEE1E3_G2_SOS_RasD ; pEE1E3_G2_SOS + RasD	1.000000E+01						
vRP23_6	Cytoplasm	 pEE1HE3_G2_SOS_RasD ; pEE1HE3_G2_SOS + RasD	1.000000E+01						
vRP23_7	Cytoplasm	 pEE1E4_G2_SOS_RasD ; pEE1E4_G2_SOS + RasD	1.000000E+01						
vRP23_8	Cytoplasm	 pEE1HE4_G2_SOS_RasD ; pEE1HE4_G2_SOS + RasD	1.000000E+01						
vRP23_9	Cytoplasm	 pE2HE3_G2_SOS_RasD ; pE2HE3_G2_SOS + RasD	1.000000E+01						
vRP23_10	Cytoplasm	 pHE3Ev3_G2_SOS_RasD ; pHE3Ev3_G2_SOS + RasD	1.000000E+01						
vRP23_11	Cytoplasm	 pE1HE3_G2_SOS_RasD ; pE1HE3_G2_SOS + RasD	1.000000E+01						
vRP23_12	Cytoplasm	 pHE3E4_G2_SOS_RasD ; pHE3E4_G2_SOS + RasD	1.000000E+01						
vRP23_13	Cytoplasm	 pHE3HE4_G2_SOS_RasD ; pHE3HE4_G2_SOS + RasD	1.000000E+01						
vRP23_14	Cytoplasm	 pE2HE4_G2_SOS_RasD ; pE2HE4_G2_SOS + RasD	1.000000E+01						
vRP23_15	Cytoplasm	 pHE4Ev3_G2_SOS_RasD ; pHE4Ev3_G2_SOS + RasD	1.000000E+01						
vRP23_16	Cytoplasm	 pE1HE4_G2_SOS_RasD ; pE1HE4_G2_SOS + RasD	1.000000E+01						
vRP23_17	Cytoplasm	 pE3HE4_G2_SOS_RasD ; pE3HE4_G2_SOS + RasD	1.000000E+01						
vRP23_18	Cytoplasm	 pHE4E4_G2_SOS_RasD ; pHE4E4_G2_SOS + RasD	1.000000E+01						
vRP23_19	Cytoplasm	 pHE4HE4_G2_SOS_RasD ; pHE4HE4_G2_SOS + RasD	1.000000E+01						
vRP23_20	Cytoplasm	 pHGF_Met_Met_G2_SOS_RasD ; pHGF_Met_Met_G2_SOS + RasD	1.000000E+01						
